OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,Shape_Area,Med_HH_Inc,Pop_100,Expec_Cnt,Expec_Doll,Actual_Cnt,Actual_Dol,Diff_Cnt,Diff_Dolla,Pop_Sq_Mi,Sq_Mi,Pct_White,White_Pop,MED_HH_I_1,OBS_EXP_DL,Dollars_pe,nonHispani,PctNonHisp,DOL_PER_PE,Eight_pct,Third_cont,HH_contrib,HH_dollars,HH_Bins
1,53,033,012100,2,530330121002,Block Group 2,G5030,S,872406,201765,+47.5022795,-122.3781750,16708.018882,11562191.7861,90536,1524,22,4321,4,639,-18,-3682,3675,0.414737,0.841207,1282,02 Med Low,01 Low,0.419291,1247,0.818241,01 Low,122,213,6313,4.14239,02 Med Low
2,53,033,012100,1,530330121001,Block Group 1,G5030,S,848889,1197739,+47.5081679,-122.3910859,29023.744152,22029582.4685,104088,1157,16,3280,32,11685,16,8405,1464,0.790203,0.884183,1023,02 Med Low,03 Med High,10.0994,1003,0.866897,03 Med High,93,3895,8545,7.38548,03 Med High
3,53,033,012000,3,530330120003,Block Group 3,G5030,S,472691,0,+47.5148103,-122.3860011,10330.377508,5087973.25422,93571,1092,15,3096,10,1870,-5,-1226,5983,0.182506,0.847985,926,02 Med Low,01 Low,1.71245,869,0.795788,01 Low,87,623.333,4973,4.55403,02 Med Low
4,53,033,012000,1,530330120001,Block Group 1,G5030,S,466107,0,+47.5141277,-122.3754368,10651.512633,5017072.11161,60556,1082,15,3068,3,137,-12,-2931,6012,0.179963,0.784658,849,01 Low,01 Low,0.126617,805,0.743993,01 Low,87,45.6666,4396,4.06285,02 Med Low
5,53,033,006300,2,530330063002,Block Group 2,G5030,S,555262,1587006,+47.6308773,-122.2770060,23646.138426,23058066.2642,108015,1317,19,3734,85,24890,66,21156,1592,0.827094,0.941534,1240,02 Med Low,04 High,18.899,1226,0.930904,04 High,105,8296.66,13547,10.2863,03 Med High
6,53,033,006300,1,530330063001,Block Group 1,G5030,S,225548,1797897,+47.6405420,-122.2766660,24040.995084,21779056.3027,73850,1280,18,3629,45,10571,27,6942,1638,0.781216,0.902344,1155,02 Med Low,03 Med High,8.25859,1125,0.878906,03 Med High,102,3523.66,8624,6.7375,03 Med High
7,53,033,006200,2,530330062002,Block Group 2,G5030,S,569988,72936,+47.6420415,-122.3060216,11749.567361,6919980.29302,113333,1475,21,4182,48,8045,27,3863,5942,0.24822,0.867797,1280,03 Med High,03 Med High,5.45424,1262,0.855593,02 Med Low,118,2681.66,8582,5.81831,02 Med Low
8,53,033,006200,3,530330062003,Block Group 3,G5030,S,606904,0,+47.6358768,-122.3090446,13453.040117,6532332.02172,134583,1007,14,2855,48,10559,34,7704,4298,0.234315,0.866931,873,03 Med High,03 Med High,10.4856,859,0.853029,03 Med High,81,3519.66,7570,7.51738,03 Med High
9,53,033,006200,1,530330062001,Block Group 1,G5030,S,1553988,212696,+47.6404204,-122.2954056,25729.34194,19015571.1386,105978,1366,19,3873,56,12889,37,9016,2003,0.68209,0.837482,1144,02 Med Low,03 Med High,9.43558,1099,0.804539,03 Med High,109,4296.33,9746,7.1347,03 Med High
10,53,033,006100,3,530330061003,Block Group 3,G5030,S,258259,224925,+47.6472852,-122.3252065,10181.473245,5200700.08274,68605,1324,19,3754,42,8480,23,4726,7097,0.186549,0.837613,1109,01 Low,03 Med High,6.40483,1080,0.81571,03 Med High,106,2826.66,8127,6.13822,02 Med Low
11,53,033,006100,4,530330061004,Block Group 4,G5030,S,232202,181899,+47.6414891,-122.3287539,10737.05491,4457118.09522,57045,1159,16,3286,26,5360,10,2074,7249,0.159877,0.863676,1001,01 Low,02 Med Low,4.62468,983,0.848145,02 Med Low,93,1786.66,6437,5.55393,02 Med Low
12,53,033,006100,1,530330061001,Block Group 1,G5030,S,276011,106606,+47.6482498,-122.3201878,10411.271795,4118238.25488,94826,1214,17,3442,26,4945,9,1503,8218,0.147721,0.879736,1068,02 Med Low,02 Med Low,4.07331,1041,0.857496,02 Med Low,97,1648.33,6498,5.35255,02 Med Low
13,53,033,006000,4,530330060004,Block Group 4,G5030,S,276287,47348,+47.6490017,-122.3568402,8542.790527,3483402.3855,70256,1185,17,3360,3,190,-14,-3170,9484,0.12495,0.82616,979,02 Med Low,01 Low,0.160338,950,0.801688,01 Low,95,63.3333,4813,4.0616,02 Med Low
14,53,033,006000,3,530330060003,Block Group 3,G5030,S,387896,0,+47.6432640,-122.3577261,8518.433183,4175048.4874,114189,1222,17,3465,11,2004,-6,-1461,8160,0.149759,0.891162,1089,03 Med High,01 Low,1.63993,1060,0.86743,01 Low,98,667.999,5568,4.55646,02 Med Low
15,53,033,006000,2,530330060002,Block Group 2,G5030,S,429857,14642,+47.6438245,-122.3512017,9252.602703,4784309.2898,144408,1327,19,3762,54,12860,35,9098,7732,0.171613,0.872645,1158,03 Med High,03 Med High,9.69103,1134,0.854559,03 Med High,106,4286.66,9587,7.22457,03 Med High
16,53,033,006000,1,530330060001,Block Group 1,G5030,S,255193,88289,+47.6411872,-122.3434119,9021.464406,3696996.12241,78375,1416,20,4015,19,3960,-1,-55,10678,0.132611,0.846045,1198,02 Med Low,02 Med Low,2.79661,1155,0.815678,02 Med Low,113,1320,6970,4.92232,02 Med Low
17,53,033,005900,3,530330059003,Block Group 3,G5030,S,208020,0,+47.6485707,-122.3642603,6361.870578,2238989.34495,37578,1271,18,3604,4,1600,-14,-2004,15826,0.080313,0.84343,1072,01 Low,01 Low,1.25885,1036,0.815106,01 Low,102,533.333,5633,4.43194,02 Med Low
18,53,033,005900,5,530330059005,Block Group 5,G5030,S,426202,0,+47.6430260,-122.3645147,9238.822555,4587337.01034,117292,1156,16,3277,28,5482,12,2205,7025,0.164548,0.871107,1007,03 Med High,02 Med Low,4.74221,965,0.834775,02 Med Low,92,1827.33,6427,5.55969,02 Med Low
19,53,033,001500,2,530330015002,Block Group 2,G5030,S,648138,398486,+47.6979157,-122.3990268,17524.047103,11265020.0735,106705,1249,18,3541,30,6203,12,2662,3091,0.404077,0.91193,1139,02 Med Low,02 Med Low,4.96637,1119,0.895917,02 Med Low,100,2067.66,7068,5.65893,02 Med Low
20,53,033,004301,3,530330043013,Block Group 3,G5030,S,373437,0,+47.6719615,-122.3036139,8412.202396,4019405.68922,121563,1104,16,3130,33,6570,17,3440,7657,0.144176,0.874094,965,03 Med High,02 Med Low,5.95109,937,0.848732,02 Med Low,88,2190,6590,5.9692,02 Med Low
21,53,033,005600,3,530330056003,Block Group 3,G5030,S,878369,1212758,+47.6359129,-122.4056136,26314.863596,22507585.439,171016,1289,18,3655,43,13465,25,9810,1597,0.807349,0.922421,1189,04 High,03 Med High,10.4461,1170,0.90768,03 Med High,103,4488.33,9638,7.47711,03 Med High
22,53,033,005700,1,530330057001,Block Group 1,G5030,S,3055836,2247574,+47.6633360,-122.4201375,34760.353317,57082186.864,108000,483,7,1369,12,2235,5,866,236,2.04754,0.848861,410,02 Med Low,02 Med Low,4.62733,404,0.836439,02 Med Low,39,744.999,2695,5.57971,02 Med Low
23,53,033,005802,3,530330058023,Block Group 3,G5030,S,1597498,1156787,+47.6295765,-122.3801593,35950.209343,29645480.3271,74805,2046,29,5801,11,1335,-18,-4466,1924,1.06339,0.774682,1585,02 Med Low,01 Low,0.652493,1464,0.715542,01 Low,164,445,8645,4.22532,02 Med Low
24,53,033,003200,6,530330032006,Block Group 6,G5030,S,872244,815270,+47.6815466,-122.4064312,24865.086996,18163168.7557,61146,1567,22,4443,22,6205,0,1762,2405,0.651514,0.925973,1451,01 Low,02 Med Low,3.9598,1433,0.914486,02 Med Low,125,2068.33,8318,5.30823,02 Med Low
25,53,033,007200,3,530330072003,Block Group 3,G5030,S,62534,0,+47.6175932,-122.3479382,3715.384594,673086.261222,58533,1492,21,4230,13,4365,-8,135,61797,0.024144,0.713137,1064,01 Low,02 Med Low,2.9256,990,0.663539,02 Med Low,119,1455,7405,4.96314,02 Med Low
26,53,033,007200,2,530330072002,Block Group 2,G5030,S,123266,0,+47.6171143,-122.3440082,5842.133758,1326769.51854,48164,1186,17,3363,4,900,-13,-2463,24921,0.047591,0.650927,772,01 Low,01 Low,0.758853,728,0.613828,01 Low,95,300,5050,4.25801,02 Med Low
27,53,033,007401,4,530330074014,Block Group 4,G5030,S,66759,0,+47.6219999,-122.3248507,3357.25401,718559.911071,41006,1136,16,3221,13,875,-3,-2346,44074,0.025775,0.801937,911,01 Low,01 Low,0.770247,870,0.765845,01 Low,91,291.666,4842,4.26232,02 Med Low
28,53,033,008400,1,530330084001,Block Group 1,G5030,S,147263,0,+47.6148781,-122.3230046,5690.843933,1585053.03217,33693,1258,18,3567,11,1100,-7,-2467,22126,0.056856,0.713831,898,01 Low,01 Low,0.874404,856,0.680445,01 Low,101,366.666,5417,4.30604,02 Med Low
29,53,033,008001,5,530330080015,Block Group 5,G5030,S,18727,0,+47.6159696,-122.3528887,1914.103401,201562.035385,102788,801,11,2271,8,1844,-3,-427,110788,0.00723,0.734082,588,02 Med Low,02 Med Low,2.30212,557,0.695381,01 Low,64,614.666,3815,4.7628,02 Med Low
30,53,033,008100,3,530330081003,Block Group 3,G5030,S,109731,0,+47.6088866,-122.3410144,6366.145279,1181086.60688,24358,1285,18,3643,30,11675,12,8032,30331,0.042366,0.736187,946,01 Low,03 Med High,9.0856,910,0.708171,03 Med High,103,3891.66,9042,7.03658,03 Med High
31,53,033,008400,3,530330084003,Block Group 3,G5030,S,86399,0,+47.6149930,-122.3270842,4441.473602,929964.192093,40368,1080,15,3062,0,0,-15,-3062,32376,0.033358,0.744444,804,01 Low,01 Low,0,762,0.705556,01 Low,86,0,4300,3.98148,02 Med Low
32,53,033,011900,5,530330119005,Block Group 5,G5030,S,855448,0,+47.5086642,-122.2659395,15437.247982,9207906.6776,65446,1591,22,4511,10,570,-12,-3941,4817,0.330288,0.21873,348,01 Low,01 Low,0.358265,310,0.194846,01 Low,127,190,6540,4.11062,02 Med Low
33,53,033,011900,4,530330119004,Block Group 4,G5030,S,602232,0,+47.4989808,-122.2651804,11913.646863,6482304.2994,55766,1489,21,4222,7,405,-14,-3817,6404,0.232521,0.19409,289,01 Low,01 Low,0.271995,271,0.182001,01 Low,119,135,6085,4.08664,02 Med Low
34,53,033,011900,3,530330119003,Block Group 3,G5030,S,448299,0,+47.5050665,-122.2578467,11613.178124,4825429.79007,83125,1236,17,3504,7,315,-10,-3189,7141,0.173088,0.199029,246,02 Med Low,01 Low,0.254854,225,0.182039,01 Low,99,105,5055,4.08981,02 Med Low
35,53,033,011900,2,530330119002,Block Group 2,G5030,S,678877,0,+47.5085033,-122.2521450,21545.343763,7307317.33352,56518,1470,21,4168,15,1810,-6,-2358,5608,0.262114,0.361905,532,01 Low,01 Low,1.23129,513,0.34898,01 Low,118,603.333,6503,4.42381,02 Med Low
36,53,033,011800,6,530330118006,Block Group 6,G5030,S,540829,0,+47.5256435,-122.2678319,13125.222524,5821337.06441,40515,2239,32,6348,6,350,-26,-5998,10723,0.208812,0.155873,349,01 Low,01 Low,0.15632,212,0.094685,01 Low,179,116.667,9067,4.04958,02 Med Low
37,53,033,011800,5,530330118005,Block Group 5,G5030,S,298756,0,+47.5286434,-122.2743868,7782.276971,3215733.03836,62317,1243,18,3524,5,60,-13,-3464,10776,0.115349,0.115849,144,01 Low,01 Low,0.04827,109,0.087691,01 Low,99,20,4970,3.99839,02 Med Low
38,53,033,011800,4,530330118004,Block Group 4,G5030,S,390713,0,+47.5220494,-122.2718902,10949.19926,4205566.15551,8807,1124,16,3187,0,0,-16,-3187,7451,0.150854,0.142349,160,01 Low,01 Low,0,130,0.115658,01 Low,90,0,4500,4.00356,02 Med Low
39,53,033,011800,3,530330118003,Block Group 3,G5030,S,339517,0,+47.5168113,-122.2639039,7754.142719,3654485.93489,58668,1091,15,3093,6,1135,-9,-1958,8323,0.131087,0.216315,236,01 Low,01 Low,1.04033,230,0.210816,01 Low,87,378.333,4728,4.33364,02 Med Low
40,53,033,011800,2,530330118002,Block Group 2,G5030,S,375713,0,+47.5159969,-122.2571162,9865.253234,4044097.77049,45104,885,12,2509,11,2190,-1,-319,6101,0.145062,0.437288,387,01 Low,02 Med Low,2.47458,370,0.418079,02 Med Low,71,729.999,4280,4.83616,02 Med Low
41,53,033,011800,1,530330118001,Block Group 1,G5030,S,355592,2269206,+47.5154414,-122.2532080,21875.124845,28252752.2417,68839,801,11,2271,19,4395,8,2124,790,1.01343,0.589263,472,01 Low,02 Med Low,5.48689,464,0.579276,02 Med Low,64,1465,4665,5.82397,02 Med Low
42,53,033,011700,4,530330117004,Block Group 4,G5030,S,865457,0,+47.5148776,-122.2755994,17917.794935,9315606.76083,44904,1129,16,3201,5,395,-11,-2806,3379,0.334151,0.161205,182,01 Low,01 Low,0.349867,152,0.134632,01 Low,90,131.667,4632,4.10275,02 Med Low
43,53,033,011700,3,530330117003,Block Group 3,G5030,S,505893,0,+47.5254231,-122.2847614,14804.222937,5445327.24799,67137,1372,19,3890,7,375,-12,-3515,7024,0.195324,0.139942,192,01 Low,01 Low,0.273324,167,0.12172,01 Low,110,125,5625,4.09985,02 Med Low
44,53,033,005900,4,530330059004,Block Group 4,G5030,S,336098,0,+47.6433049,-122.3711193,10073.935597,3617531.7215,85064,1433,20,4063,31,6165,11,2102,11043,0.129761,0.89044,1276,02 Med Low,02 Med Low,4.30216,1253,0.874389,02 Med Low,115,2055,7805,5.44662,02 Med Low
45,53,033,005900,2,530330059002,Block Group 2,G5030,S,359983,0,+47.6490452,-122.3714770,8884.066848,3874646.58823,126429,1331,19,3774,36,6420,17,2646,9577,0.138984,0.877536,1168,03 Med High,02 Med Low,4.82344,1142,0.858002,02 Med Low,106,2140,7440,5.58978,02 Med Low
46,53,033,005900,1,530330059001,Block Group 1,G5030,S,475855,173889,+47.6539157,-122.3693458,13874.559081,6993420.85453,56250,1645,23,4664,13,4475,-10,-189,6558,0.250854,0.821885,1352,01 Low,02 Med Low,2.72036,1309,0.795745,02 Med Low,132,1491.67,8092,4.91915,02 Med Low
47,53,033,005802,2,530330058022,Block Group 2,G5030,S,1126802,0,+47.6375097,-122.3754167,22479.895559,12128165.7655,59440,1522,21,4315,16,2630,-5,-1685,3499,0.435038,0.839685,1278,01 Low,01 Low,1.72799,1213,0.796978,01 Low,122,876.666,6977,4.5841,02 Med Low
48,53,033,005802,1,530330058021,Block Group 1,G5030,S,367282,0,+47.6456803,-122.3864904,9384.687778,3953195.84721,64821,1491,21,4227,7,1150,-14,-3077,10515,0.141801,0.809524,1207,01 Low,01 Low,0.771294,1158,0.77666,01 Low,119,383.333,6333,4.24748,02 Med Low
49,53,033,005801,4,530330058014,Block Group 4,G5030,S,1021416,297365,+47.6567416,-122.3840158,20968.751318,14194428.6227,65625,1069,15,3031,17,1752,2,-1279,2100,0.509155,0.822264,879,01 Low,01 Low,1.63891,845,0.790458,01 Low,86,583.999,4884,4.56876,02 Med Low
50,53,033,005801,3,530330058013,Block Group 3,G5030,S,338262,0,+47.6553579,-122.3912139,8430.246818,3640817.96451,68777,1161,16,3292,20,3605,4,313,8890,0.130596,0.833764,968,01 Low,02 Med Low,3.10508,918,0.790698,02 Med Low,93,1201.67,5852,5.04048,02 Med Low
51,53,033,005801,2,530330058012,Block Group 2,G5030,S,207237,4379,+47.6510078,-122.3920953,6223.585392,2277725.69465,57809,1380,19,3913,9,889,-10,-3024,16891,0.081702,0.844928,1166,01 Low,01 Low,0.644203,1125,0.815217,01 Low,110,296.333,5796,4.2,02 Med Low
52,53,033,005801,1,530330058011,Block Group 1,G5030,S,212762,0,+47.6509327,-122.3850422,6202.099258,2290035.43642,68047,1133,16,3212,6,230,-10,-2982,13793,0.082144,0.818182,927,01 Low,01 Low,0.203001,876,0.773169,01 Low,91,76.6666,4627,4.08385,02 Med Low
53,53,033,005700,5,530330057005,Block Group 5,G5030,S,479183,48264,+47.6622024,-122.3991989,14071.220943,5677110.09369,64000,1017,14,2883,23,5265,9,2382,4994,0.203638,0.855457,870,01 Low,02 Med Low,5.17699,852,0.837758,02 Med Low,81,1755,5805,5.70796,02 Med Low
54,53,033,005700,6,530330057006,Block Group 6,G5030,S,346819,0,+47.6567621,-122.3995247,7821.136674,3732920.64328,65455,1245,18,3530,6,1550,-12,-1980,9298,0.1339,0.836145,1041,01 Low,01 Low,1.24498,1006,0.808032,01 Low,100,516.666,5517,4.43133,02 Med Low
55,53,033,005700,4,530330057004,Block Group 4,G5030,S,404037,0,+47.6504401,-122.4002518,8589.026484,4348784.15601,103792,1184,17,3357,5,509,-12,-2848,7590,0.155991,0.813345,963,02 Med Low,01 Low,0.429899,932,0.787162,01 Low,95,169.667,4920,4.15541,02 Med Low
56,53,033,005700,3,530330057003,Block Group 3,G5030,S,431400,0,+47.6428035,-122.3971918,10111.535662,4643315.31009,97962,909,13,2577,23,6970,10,4393,5458,0.166556,0.875688,796,02 Med Low,03 Med High,7.66777,776,0.853685,03 Med High,73,2323.33,5973,6.57096,03 Med High
57,53,033,005700,2,530330057002,Block Group 2,G5030,S,390060,0,+47.6482793,-122.3941116,11275.682925,4198349.8428,111442,1163,16,3297,21,2895,5,-402,7723,0.150595,0.885641,1030,03 Med High,02 Med Low,2.48925,1002,0.861565,02 Med Low,93,964.999,5615,4.82803,02 Med Low
58,53,033,011401,3,530330114013,Block Group 3,G5030,S,500591,0,+47.5311252,-122.3579099,12135.456021,5388254.49134,76350,1454,21,4122,8,485,-13,-3637,7523,0.193277,0.569464,828,02 Med Low,01 Low,0.333563,752,0.517194,01 Low,116,161.667,5962,4.10041,02 Med Low
59,53,033,010401,3,530330104013,Block Group 3,G5030,S,525228,0,+47.5483941,-122.2940932,10794.851152,5653388.63344,52407,1471,21,4171,3,780,-18,-3391,7254,0.202787,0.157036,231,01 Low,01 Low,0.530252,208,0.1414,01 Low,118,260,6160,4.18763,02 Med Low
60,53,033,011001,1,530330110011,Block Group 1,G5030,S,277561,0,+47.5410660,-122.2889872,10182.363267,2987569.72271,35000,1158,16,3283,10,2023,-6,-1260,10806,0.107164,0.199482,231,01 Low,01 Low,1.74698,204,0.176166,01 Low,93,674.333,5324,4.59758,02 Med Low
61,53,033,011002,2,530330110022,Block Group 2,G5030,S,388766,0,+47.5421524,-122.2951120,9214.499719,4184592.76897,45850,2322,33,6583,20,1170,-13,-5413,15470,0.150102,0.074935,174,01 Low,01 Low,0.503876,157,0.067614,01 Low,186,390,9690,4.17313,02 Med Low
62,53,033,011401,1,530330114011,Block Group 1,G5030,S,366695,0,+47.5309870,-122.3644917,7946.872263,3947001.9722,49300,1342,19,3805,2,124,-17,-3681,9479,0.141579,0.5231,702,01 Low,01 Low,0.092399,631,0.470194,01 Low,107,41.3333,5391,4.01714,02 Med Low
63,53,033,011001,2,530330110012,Block Group 2,G5030,S,312877,0,+47.5421120,-122.2859196,10074.402008,3367698.88727,14630,1104,16,3130,2,100,-14,-3030,9139,0.1208,0.210145,232,01 Low,01 Low,0.09058,204,0.184783,01 Low,88,33.3333,4433,4.0154,02 Med Low
64,53,033,011700,2,530330117002,Block Group 2,G5030,S,1586461,0,+47.5195872,-122.2875646,25580.350691,17076325.6424,51974,1527,22,4329,6,1120,-16,-3209,2493,0.612529,0.177472,271,01 Low,01 Low,0.733464,193,0.126392,01 Low,122,373.333,6473,4.23903,02 Med Low
65,53,033,011700,1,530330117001,Block Group 1,G5030,S,548280,0,+47.5253731,-122.2788950,13641.834032,5901582.66372,31369,1510,21,4281,8,1520,-13,-2761,7133,0.21169,0.106623,161,01 Low,01 Low,1.00662,139,0.092053,01 Low,121,506.666,6557,4.34238,02 Med Low
66,53,033,011600,6,530330116006,Block Group 6,G5030,S,883247,786366,+47.5338344,-122.3952427,23986.376233,17971275.6347,76285,1188,17,3368,13,2295,-4,-1073,1843,0.644631,0.909091,1080,02 Med Low,01 Low,1.93182,1064,0.895623,01 Low,95,764.999,5515,4.64226,02 Med Low
67,53,033,011600,5,530330116005,Block Group 5,G5030,S,329556,184845,+47.5247720,-122.3934287,13395.019658,5536882.22273,114259,833,12,2362,11,2555,-1,193,4194,0.198608,0.891957,743,03 Med High,02 Med Low,3.06723,716,0.859544,02 Med Low,67,851.666,4202,5.04442,02 Med Low
68,53,033,011600,4,530330116004,Block Group 4,G5030,S,579822,0,+47.5195300,-122.3838260,12879.566163,6241086.25515,90583,1009,14,2861,13,3402,-1,541,4507,0.223868,0.821606,829,02 Med Low,02 Med Low,3.37165,815,0.80773,02 Med Low,81,1134,5184,5.13776,02 Med Low
69,53,033,011600,3,530330116003,Block Group 3,G5030,S,553687,0,+47.5259491,-122.3859234,13303.988826,5959706.32871,100217,1242,18,3521,10,1274,-8,-2247,5810,0.213775,0.876006,1088,02 Med Low,01 Low,1.02576,1064,0.856683,01 Low,99,424.666,5375,4.3277,02 Med Low
70,53,033,011600,2,530330116002,Block Group 2,G5030,S,318615,0,+47.5319232,-122.3849104,8105.336483,3429469.78162,124236,938,13,2659,17,2150,4,-509,7625,0.123015,0.889126,834,03 Med High,02 Med Low,2.29211,799,0.851812,01 Low,75,716.666,4467,4.76226,02 Med Low
71,53,033,011600,1,530330116001,Block Group 1,G5030,S,444975,0,+47.5377577,-122.3842469,10551.674673,4789610.2225,95302,1203,17,3411,29,5090,12,1679,7002,0.171804,0.891937,1073,02 Med Low,02 Med Low,4.23109,1039,0.863674,02 Med Low,96,1696.66,6497,5.40066,02 Med Low
72,53,033,011500,2,530330115002,Block Group 2,G5030,S,532144,0,+47.5250339,-122.3763326,11934.53012,5727880.8098,77050,1424,20,4037,6,315,-14,-3722,6931,0.205459,0.792135,1128,02 Med Low,01 Low,0.221208,1082,0.759831,01 Low,114,105,5805,4.07654,02 Med Low
73,53,033,011500,1,530330115001,Block Group 1,G5030,S,553993,0,+47.5324342,-122.3724945,12611.034868,5963037.86618,81318,1352,19,3833,11,1620,-8,-2213,6321,0.213895,0.826183,1117,02 Med Low,01 Low,1.19822,1080,0.798817,01 Low,108,539.999,5940,4.39349,02 Med Low
74,53,033,011402,3,530330114023,Block Group 3,G5030,S,432008,0,+47.5192232,-122.3696754,9711.274916,4650037.51813,33906,1575,22,4465,5,380,-17,-4085,9443,0.166797,0.528889,833,01 Low,01 Low,0.24127,758,0.48127,01 Low,126,126.667,6427,4.08064,02 Med Low
75,53,033,011402,2,530330114022,Block Group 2,G5030,S,320932,0,+47.5194714,-122.3586051,9013.183914,3454435.0992,30568,1504,21,4264,2,710,-19,-3554,12138,0.123911,0.46742,703,01 Low,01 Low,0.472074,509,0.338431,01 Low,120,236.666,6237,4.14694,02 Med Low
76,53,033,011402,1,530330114021,Block Group 1,G5030,S,433245,0,+47.5229876,-122.3640494,10700.8123,4663365.64206,63874,1095,15,3105,2,725,-13,-2380,6546,0.167275,0.472146,517,01 Low,01 Low,0.6621,438,0.4,01 Low,88,241.666,4642,4.23927,02 Med Low
77,53,033,005600,5,530330056005,Block Group 5,G5030,S,508098,0,+47.6362536,-122.3946955,10496.694097,5468875.29826,101402,1363,19,3864,26,5720,7,1856,6948,0.196169,0.876009,1194,02 Med Low,02 Med Low,4.19663,1169,0.857667,02 Med Low,109,1906.66,7357,5.39765,02 Med Low
78,53,033,005600,4,530330056004,Block Group 4,G5030,S,450882,0,+47.6425888,-122.4050362,10160.910739,4852958.99642,175434,1205,17,3416,22,2915,5,-501,6922,0.174076,0.905394,1091,04 High,02 Med Low,2.41909,1046,0.86805,02 Med Low,96,971.666,5772,4.79004,02 Med Low
79,53,033,005600,1,530330056001,Block Group 1,G5030,S,475350,0,+47.6497851,-122.4068413,10409.202965,5116343.69562,146083,1248,18,3538,13,2400,-5,-1138,6800,0.183524,0.902244,1126,03 Med High,01 Low,1.92308,1115,0.893429,01 Low,100,799.999,5800,4.64744,02 Med Low
80,53,033,005400,4,530330054004,Block Group 4,G5030,S,217824,0,+47.6546505,-122.3439559,6683.023198,2344530.0866,49229,1233,17,3496,8,1543,-9,-1953,14661,0.084098,0.800487,987,01 Low,01 Low,1.25142,963,0.781022,01 Low,99,514.333,5464,4.43147,02 Med Low
81,53,033,005400,3,530330054003,Block Group 3,G5030,S,308118,0,+47.6502651,-122.3424926,8406.120475,3316392.97314,52862,1279,18,3626,6,515,-12,-3111,10752,0.118959,0.802971,1027,01 Low,01 Low,0.402658,993,0.776388,01 Low,102,171.666,5272,4.12197,02 Med Low
82,53,033,005400,2,530330054002,Block Group 2,G5030,S,447886,647090,+47.6468862,-122.3369386,18302.730471,11785608.6278,73450,1316,19,3731,14,1445,-5,-2286,3113,0.422751,0.854103,1124,02 Med Low,01 Low,1.09802,1086,0.825228,01 Low,105,481.666,5732,4.35562,02 Med Low
83,53,033,005400,1,530330054001,Block Group 1,G5030,S,225447,0,+47.6538068,-122.3384425,6988.09355,2426557.42582,109091,1120,16,3175,17,1335,1,-1840,12868,0.087041,0.872321,977,02 Med Low,01 Low,1.19196,941,0.840179,01 Low,90,445,4945,4.41518,02 Med Low
84,53,033,005302,3,530330053023,Block Group 3,G5030,S,2054379,545581,+47.6545393,-122.2987336,21268.710339,27984223.2905,4643,2771,39,7856,4,430,-35,-7426,2761,1.0038,0.623962,1729,01 Low,01 Low,0.155179,1618,0.583905,01 Low,222,143.333,11243,4.05738,02 Med Low
85,53,033,005302,2,530330053022,Block Group 2,G5030,S,383054,199722,+47.6517819,-122.3128109,11308.368551,6272626.3788,50938,1165,16,3303,3,1535,-13,-1768,5178,0.225,0.495279,577,01 Low,01 Low,1.3176,548,0.470386,01 Low,93,511.666,5162,4.4309,02 Med Low
86,53,033,005302,1,530330053021,Block Group 1,G5030,S,74134,0,+47.6560948,-122.3150729,4132.356417,797919.437857,5673,1770,25,5018,2,350,-23,-4668,61842,0.028621,0.542938,961,01 Low,01 Low,0.19774,901,0.50904,01 Low,142,116.667,7217,4.0774,02 Med Low
87,53,033,005301,4,530330053014,Block Group 4,G5030,S,71301,0,+47.6575928,-122.3149186,3921.777712,767432.637205,3321,913,13,2589,0,0,-13,-2589,33166,0.027528,0.374589,342,01 Low,01 Low,0,311,0.340635,01 Low,73,0,3650,3.99781,02 Med Low
88,53,033,005301,3,530330053013,Block Group 3,G5030,S,141667,0,+47.6598051,-122.3148582,4967.230958,1524810.12519,17928,1234,17,3499,4,309,-13,-3190,22561,0.054695,0.550243,679,01 Low,01 Low,0.250405,644,0.52188,01 Low,99,103,5053,4.09481,02 Med Low
89,53,033,005301,2,530330053012,Block Group 2,G5030,S,200487,0,+47.6630891,-122.3141376,5954.872662,2157892.45267,15346,1692,24,4797,0,0,-24,-4797,21859,0.077404,0.554374,938,01 Low,01 Low,0,903,0.533688,01 Low,135,0,6750,3.98936,02 Med Low
90,53,033,005301,1,530330053011,Block Group 1,G5030,S,130030,0,+47.6630600,-122.3086776,4758.851305,1399527.17467,9085,3246,46,9203,4,135,-42,-9068,64660,0.050201,0.774492,2514,01 Low,01 Low,0.04159,2429,0.748306,01 Low,260,45,13045,4.01879,02 Med Low
91,53,033,005200,5,530330052005,Block Group 5,G5030,S,164757,0,+47.6625974,-122.3194607,6116.572316,1773345.34073,19125,1388,20,3935,7,685,-13,-3250,21820,0.06361,0.522334,725,01 Low,01 Low,0.493516,696,0.501441,01 Low,111,228.333,5778,4.16282,02 Med Low
92,53,033,005200,4,530330052004,Block Group 4,G5030,S,302614,0,+47.6621062,-122.3252398,7538.289525,3257135.15497,85347,1415,20,4012,15,1415,-5,-2597,12111,0.116834,0.831802,1177,02 Med Low,01 Low,1,1135,0.80212,01 Low,113,471.666,6122,4.3265,02 Med Low
